Data Penduduk Menurut Tingkat Pendidikan (Perempuan) Desa Jambangan Tahun 2019 
Tingkat Pendidikan
Tingkat Pendidikan
Usia 3 - 6 tahun yang belum masuk TK
Usia 3 - 6 tahun yang sedang TK/play group
Usia 7 - 18 tahun yang sedang sekolah
Tamat SD/sederajat
Usia 18 - 56 tahun tidak tamat SLTA
Tamat SMP/sederajat
Tamat S-1/sederajat
